actors,country,director,genre,grade,introduce,keywords,language,length,name,up_date 
"蒂尔·施威格,约阿希姆·克罗尔,卡蒂娅·里曼,鲁弗斯·贝克,阿敏·罗德",德国,宋克·沃特曼,"
                   喜剧         ",6.5,"Thrown out by his girlfriend from her apartment, Axel lives for a while with Norbert, a gay man he met some days before.",,"
          德语        ",93分钟,"
        衣柜里的男人,Der bewegte Mann ",(1994)
"莉娜·罗迈,Rocío Freixas,Antonio Mayans,Elisa Vela,胡安・索勒",西班牙,Jesús Franco,"
                   惊悚片        ",4.6,"A married man invites a woman to his house to live with him, just before the arrival of his wife, who is coming back from a mental asylum.","女人谋杀男人,女人谋杀女人,分享丈夫","
          西班牙语        ",86分钟,"
        Gemidos de placer ",(1983)
"范·迪塞尔,艾莎·阿基多,马尔顿·索克斯,塞缪尔·杰克逊,Michael Roof",美国,罗伯·科恩,"
                   动作片        / 冒险        / 惊悚片        ",5.9,"An extreme sports athlete, Xander Cage, is recruited by the government on a special mission.","飞机,暴徒生活,纹身垃圾,大骨架女人","
          英语        ",132分钟,"
        xXx ",(2002)
"Gabriele Carrara,Marina Daunia,玛莎·马加尔,Vassili Karis,Tamara Triffez",意大利,布鲁诺·马泰,"
                   惊悚片        / 战争        ",4.4,"Top Nazi officials, intent on rooting out traitors and those in the military who may be plotting to overthrow Adolf Hitler, recruit and train a group of beautiful prostitutes whose mission is to use any means necessary to uncover plots against the Fuhrer.","取消公共场所的内裤,眼睛糖果,妓女,色情文学","
          意大利语        ",95分钟,"
        Casa privata per le SS ",(1977)
"翼扇,马志翔,黄嘉千,简沛恩,陈泰翔",中国台湾,王明台,"
                   剧情        ",6.7,"Back in the 1980's, passing the college entrance exam was every high school student's only hope for the future. Yet for Chi-wen and Ming-hsien, it is not a road of their own choice. Gradually they rebel against it. The spicy soy chowder is their favorite breakfast. They like to watch the ingredients…",,"
          普通话        ",90分钟,"
        咸豆浆,Xian doujiang ",(2003)
"Romano Bernardi,Giulio Donnini,Giorgio Favretto,Vincenzo Ferro,Dorit Henke",意大利,西尔维奥·阿玛迪奥,"
                   喜剧         ",4.6,The main characters are two ruffians in various disguises as false priests.,"十进的,基于小说","
          意大利语        ",84分钟,"
        背叛丈夫的出轨,Come fu che Masuccio Salernitano, fuggendo con le brache in mano, riuscì a conservarlo sano ",(1972)
"阿尔·帕西诺,斯蒂文·鲍尔,米歇尔·菲佛,玛丽·伊丽莎白,罗伯特·劳吉亚",美国,布莱恩·德,"
                   犯罪        / 剧情        ",8.3,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.","可卡因,古巴难民,歹徒,权力,有组织犯罪","
          英语        ",142分钟,"
        疤面煞星,Scarface ",(1983)
"马特·达蒙,本·阿弗莱克,斯特兰·斯卡斯加德,约翰·迈顿,Rachel Majorowski",美国,格斯·范,"
                   剧情        / 爱情        ",8.3,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.","教授,天才,朋友,数学天才,原故事","
          英语        ",126分钟,"
        心灵捕手,Good Will Hunting ",(1997)
"Diahnne Abbott,Robinson Frank Adu,维克多·阿尔果,Gino Ardito,Garth Avery",美国,马丁·斯科塞斯,"
                   犯罪        / 剧情        ",8.3,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.","出租车司机,精神不稳定,城市衰败,街头生活","
          英语        ",110分钟,"
        出租车司机,Taxi Driver ",(1976)
"安东尼·博金斯,维拉·迈尔斯,约翰·加文,珍妮特·利,马丁·鲍尔萨姆",美国,阿尔弗雷德·希区柯克,"
                   恐怖        / 悬疑        / 惊悚片        ",8.5,"A Phoenix secretary embezzles forty thousand dollars from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.","汽车旅馆,淋浴,钱,狂人,盗窃","
          英语        ",108分钟,"
        惊魂记,Psycho ",(1960)
"Zefred Ansaldo,Steven Nijjar,Mark Poyser",加拿大,Jeff Ridout,"
                   动作片        / 剧情        / 历史        ",4.5,"150 Years ago The British (Queen) took something that's doesn't belong to them. It's priceless, it's pride, it's dignity. Today, He wants it back at all cost.",,"
          英语        ",110分钟,"
        The Last King ",(2015)
"真咲乱,江崎和代,野上正义,小川美那子",日本,西村昭五郎,"
                   惊悚片        ",5.8,An office worker is attending an arts and crafts school. She began attending and ends up having lesbian sex with her instructor. A toothache strikes mid-class one day. Her instructor introduces a dentist to her. The dentist runs a clinic with one nurse. Her appointment is changed to an evening one w…,"在麻醉下被强奸,强奸,施虐受虐狂,麻醉","
          日语        ",73分钟,"
        Hana to hebi: Hakui nawa dorei ",(1986)
"杰夫·布里吉斯,约翰·古德曼,朱丽安·摩尔,史蒂夫·布西密,David Huddleston",美国,乔尔·科恩,"
                   犯罪        / 喜剧         / 体育        ",8.1,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.","地毯,虚无主义,色情作家,白俄,保龄球馆","
          英语        ",117分钟,"
        谋杀绿脚趾,The Big Lebowski ",(1998)
"马尔科姆·麦克道威尔,帕特里克·马基,迈克尔·贝茨,沃伦·克拉克,约翰·克莱夫",英国,斯坦利·库布里克,"
                   犯罪        / 剧情        / 科幻        ",8.3,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.","帮派,女的脱衣服,反乌托邦,衣服撕掉了","
          英语        ",136分钟,"
        发条橙,A Clockwork Orange ",(1971)
"杰克·吉伦哈尔,Holmes Osborne,玛吉·吉伦哈尔,黛维·切斯,玛丽·麦克唐纳",美国,理查德·凯利,"
                   剧情        / 科幻        / 惊悚片        ",8,"A troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes, after he narrowly escapes a bizarre accident.","超现实主义,时间旅行,精神分裂症,平行宇宙","
          英语        ",134分钟,"
        死亡幻觉,Donnie Darko ",(2002)
"Sammy Gilbert,Anthony-James Ryan,Jackie Moran,Terri Taylor,Frank Bolger",美国,罗斯·梅尔,"
                   喜剧         / 西部        ",4.2,"An old geezer recalls some of the antics of the men and women of his western town, more wild and woolly than Tombstone or Dodge City. In this town no one is a good shot, the women are hungry for new meat, and practical jokers abound. A stranger strolls into town, proving resistant to the mayhem, and…","泼妇,小品喜剧,闹剧喜剧,软核,哄骗","
          英语        ",65分钟,"
        西部野裸女,Wild Gals of the Naked West ",(1962)
"姬姆,Paul Verhoeven,Robert Alberdingk Thijm,Esther Schmidt,Kenneth Dingens",荷兰,Paul Verhoeven,"
                   喜剧         / 剧情        / 爱情        ",6.1,"During his 50th birthday party thrown by his wife, Remco's life takes a turn for the worse. His business partners are scheming behind his back to sell him out and his former mistress shows up pregnant.","怀孕,诱捕,作弊,不忠","
          荷兰语        ",85分钟,"
        Steekspel ",(2012)
"本尼西奥·德尔,丹尼斯·法里纳,维尼·琼斯,布拉德·皮特,拉德·舍博德兹加",英国,盖·里奇,"
                   犯罪        / 喜剧         ",8.3,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","钻石,拳击手,文字叙述,战斗,伦敦腔","
          英语        ",102分钟,"
        偷拐抢骗,Snatch ",(2000)
"亨弗莱·鲍嘉,英格丽·褒曼,Paul Henreid,克劳德·雷恩斯,康拉德·韦特",美国,迈克尔·柯蒂兹,"
                   剧情        / 爱情        / 战争        ",8.5,A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.,"纳粹,反纳粹,摩洛哥卡萨布兰卡,法国摩洛哥,1940s","
          英语        ",82分钟,"
        卡萨布兰卡,Casablanca ",(1942)
"Noel Appleby,Ali Astin,西恩·奥斯汀,David Aston,约翰·贝西",新西兰,彼得·杰克逊,"
                   冒险        / 剧情        / 奇幻片        ",8.9,这是善恶势力之间的最后对抗，争夺中土未来的控制权。弗罗多和山姆到达魔多，试图摧毁魔戒，而阿拉贡则在米纳斯提里思的石城带领善良的力量对抗索伦的邪恶军队。,"兽人,史诗,战斗,旅程,霍比特人","
          英语        ",192分钟,"
        指环王3：王者无敌,The Lord of the Rings: The Return of the King ",(2003)
"杰西卡·摩尔,Joshua McDonald,Mary Sellers,Tom Mojack,大卫·布兰顿",意大利,乔·达马托,"
                   剧情        / 爱情        ",3.9,"In eleven days time, Michael is due to wed his fiancée Helen. However, when he meets Sarah he finds himself unable to resist her.",偷窥狂,"
          意大利语        ",84分钟,"
        十一天十一夜,Eleven Days, Eleven Nights: 11 giorni, 11 notti ",(1987)
"克里斯·埃文斯,克里斯·海姆斯沃斯,小罗伯特·唐尼,斯嘉丽·约翰逊,马克·鲁弗洛",美国,乔·罗素,"
                   动作片        / 冒险        / 奇幻片        / 科幻        ",0,在萨诺斯夺走了全部生命的一半之后，复仇者被分散和分裂。如今，复仇者联盟及其盟友现在有了一种弥补损失的方法，必须再次集结起来，学会将分歧留在一边，以便共同努力并解决问题。一路走来，复仇者联盟意识到在准备与萨诺斯进行最终对决时必须做出牺牲，这将导致英雄们进行他们有史以来最大的战斗。,,"
          英语        ","
                        复仇者联盟4：终局之战/              复仇者联盟：残局        ","
        复仇者联盟4：终局之战,Avengers: Endgame ",(2019)
"罗德·帕拉多特,施特菲·塞尔马,朗齐·贝迪亚,尼古拉斯·迪佛休尔,奥尔本·勒努瓦",法国,纪尧姆·皮尔雷特,"
                   动作片        / 犯罪        / 惊悚片        ",6.5,因盗窃犯罪，天才机械师利诺与警察进行交易，逃避了法律的惩罚。利诺证明了自己的价值后，被人污蔑为杀人犯，他要想尽办法证明自己的清白。,,"
          法语        ",92分钟,"
        罪证子弹,Balle perdue ",(2020)
"马克·哈米尔,哈里森·福特,凯丽·费雪,比利·迪,安东尼·丹尼尔斯",美国,厄文·克什纳,"
                   动作片        / 冒险        / 奇幻片        / 科幻        ",8.7,当叛军在冰行星霍斯残暴地被帝国制服后，卢克·天行者开始与尤达进行绝地训练，而他的朋友们则被达斯·维德和一个名叫波巴·费特的赏金猎人所追逐。,"著名的扭曲,救援,三部曲的一部分,决斗,山洞","
          英语        ",127分钟,"
        星球大战2：帝国反击战,Star Wars: Episode V - The Empire Strikes Back ",(1980)
"奥斯卡秋,张晋豪,何子华,张诗盈,薛仕凌",中国台湾,陈敏郎,"
                   剧情        / 爱情        ",5.6,生活在台湾的老师张凯文（,,"
          普通话        ",92分钟,"
        我的灵魂是爱做的,The Teacher ",(2019)
